Unnamed: 0,nomeRestaurante,curtidas,rating,dataVisita,dataPublicacao,comentario,titulo,IDUsuarioFK,annotations
174544,Coco Bambu - Dom Pastel,1,5,2020-1-1,2020-1-4,"O Eduardo foi bastante atencioso, ótimo atendimento! A comida é deliciosa e caprichada, vale a visita.",Ótimo atendimento e pratos deliciosos,PolyanneMaximo,"('O Eduardo foi bastante atencioso, ótimo atendimento! A comida é deliciosa e caprichada, vale a visita.', {'entities': [(55, 61, 'COMIDA'), (2, 9, 'SERVIÇO'), (40, 51, 'SERVIÇO')]})"
133300,Coco Bambu Flamboyant,0,5,2016-6-1,2016-7-29,"O Coco Bambu e sem duvida um ótimo restaurante para quem aprecia frutos do mar, todos os pratos de camarão são perfeitos!! E além disso também contam com pratos no cardápio que vão dos mais variados peixes a deliciosos filés como o Filé a Brasileira!!!",Perfeito Camarão mediterrâneo e Filé a Brasileira,Nalligia M,"('O Coco Bambu e sem duvida um ótimo restaurante para quem aprecia frutos do mar, todos os pratos de camarão são perfeitos!! E além disso também contam com pratos no cardápio que vão dos mais variados peixes a deliciosos filés como o Filé a Brasileira!!!', {'entities': [(35, 46, 'GERAL'), (65, 78, 'COMIDA'), (89, 95, 'COMIDA'), (99, 106, 'COMIDA'), (154, 160, 'COMIDA'), (164, 172, 'COMIDA'), (199, 205, 'COMIDA'), (219, 224, 'COMIDA'), (232, 249, 'COMIDA'), (2, 12, 'LOCALIZAÇÃO')]})"
145781,Coco Bambu Anália Franco,0,5,2022-8-1,2022-8-1,"Excelente lugar, ambiente agradável e refeições excelentes. O atendimento do garçom Genival foi perfeito. Super recomendo.",Almoço de negocios,Julianafrancasantos,"('Excelente lugar, ambiente agradável e refeições excelentes. O atendimento do garçom Genival foi perfeito. Super recomendo.', {'entities': [(17, 25, 'AMBIENTE'), (10, 15, 'GERAL'), (38, 47, 'COMIDA'), (62, 73, 'SERVIÇO'), (84, 91, 'SERVIÇO')]})"
100149,Coco Bambu SP Market,1,5,2021-5-1,2021-5-16,"Atendimento nota 10 em especial aos  garçons  Marcos Dias e Edinho muito atencioso, educados e ágil.  Prato perfeito e saboroso.",Almoço,fialhom,"('Atendimento nota 10 em especial aos  garçons  Marcos Dias e Edinho muito atencioso, educados e ágil.  Prato perfeito e saboroso.', {'entities': [(102, 107, 'COMIDA'), (0, 11, 'SERVIÇO'), (46, 57, 'SERVIÇO'), (60, 66, 'SERVIÇO')]})"
77315,Coco Bambu Market Place,0,5,2022-4-1,2022-4-28,"Restaurante excelente, ótima opção para almoçar no trabalho. Fomos atendido pelo Barroso, que foi super gentil e atencioso!",Coco Bambu MKT Place,454kauef,"('Restaurante excelente, ótima opção para almoçar no trabalho. Fomos atendido pelo Barroso, que foi super gentil e atencioso!', {'entities': [(0, 11, 'GERAL'), (67, 75, 'SERVIÇO'), (81, 88, 'SERVIÇO')]})"
164663,Coco Bambu Market Place,0,5,2021-6-1,2021-6-17,"Matheus Carvalho muito atencioso, simpático, música muito boa experiência muito boa! Obrigada pelo serviço e por proporcionar essa experiência maravilhosa para nós! Beijo grande! Nota 10!!!!",Happy our,J8406DOgabrielaf,"('Matheus Carvalho muito atencioso, simpático, música muito boa experiência muito boa! Obrigada pelo serviço e por proporcionar essa experiência maravilhosa para nós! Beijo grande! Nota 10!!!!', {'entities': [(45, 51, 'GERAL'), (0, 16, 'SERVIÇO'), (99, 106, 'SERVIÇO')]})"
155643,Coco Bambu Santo André,0,5,2019-3-1,2019-3-28,Adoramos os pratos e o atendimento . Obrigada Valdilei pelas indicações e atenção . Voltaremos com certeza .,Almoço,Érika A,"('Adoramos os pratos e o atendimento . Obrigada Valdilei pelas indicações e atenção . Voltaremos com certeza .', {'entities': [(12, 18, 'COMIDA'), (23, 34, 'SERVIÇO'), (46, 54, 'SERVIÇO')]})"
160523,Coco Bambu JK,1,5,2013-9-1,2013-10-13,"Ja conheci a nova filial no Tatuape, e é sem duvida a melhor comida do nordeste em SP, recomendo a todos",Excelente!,Daniela P,"('Ja conheci a nova filial no Tatuape, e é sem duvida a melhor comida do nordeste em SP, recomendo a todos', {'entities': [(61, 67, 'COMIDA'), (28, 35, 'LOCALIZAÇÃO'), (83, 85, 'LOCALIZAÇÃO')]})"
131847,Coco Bambu Anhembi,0,5,2018-1-1,2018-1-20,"Muito bom, recomendo! Atendimento, comida, ambiente, música ao vivo! Top  Dinheiro bem gasto. Voltarei com certeza e levarei mais familiares...",Aniversário casamento ,Ricardo s,"('Muito bom, recomendo! Atendimento, comida, ambiente, música ao vivo! Top  Dinheiro bem gasto. Voltarei com certeza e levarei mais familiares...', {'entities': [(43, 51, 'AMBIENTE'), (53, 59, 'GERAL'), (35, 41, 'COMIDA'), (22, 33, 'SERVIÇO'), (74, 92, 'PREÇO')]})"
72980,Coco Bambu Uberlândia,1,4,2018-12-1,2019-1-16,"Ótimo restaurante. Atendimento muito bom e preço razóavel. Fui com amigos da empresa, mas quero levar minha familia para conhecerem. Parabéns.",Otimo Almoço,Luismar_Carvalho,"('Ótimo restaurante. Atendimento muito bom e preço razóavel. Fui com amigos da empresa, mas quero levar minha familia para conhecerem. Parabéns.', {'entities': [(6, 17, 'GERAL'), (19, 30, 'SERVIÇO'), (43, 48, 'PREÇO')]})"
