Unnamed: 0,nomeRestaurante,curtidas,rating,dataVisita,dataPublicacao,comentario,titulo,IDUsuarioFK,annotations
91433,Coco Bambu Meireles,0,5,2018-4-1,2018-4-27,Somos cliente há anos. Nota 1000! Sempre sendo muito bem atendido pelo Isaías e o Brito!! Cardápio mais completo de Fortaleza!!,Excelente!!,Luciano R,"('Somos cliente há anos. Nota 1000! Sempre sendo muito bem atendido pelo Isaías e o Brito!! Cardápio mais completo de Fortaleza!!', {'entities': [(90, 98, 'COMIDA'), (57, 65, 'SERVIÇO'), (71, 77, 'SERVIÇO'), (82, 87, 'SERVIÇO'), (116, 125, 'LOCALIZAÇÃO')]})"
101990,Coco Bambu Ribeirao Preto,1,5,2017-9-1,2017-9-14,"Fui comemorar dois anos de casamento com minha esposa e como sempre fomos muito bem atendidos, a comida estava bem apresentada e deliciosa. O ambiente é muito agradável e confortável. A localização dentro do Shopping Iguatemi já nos proporciona comodidade pelo amplo estacionamento e localização....Mais",Ótimo restaurante com atendimento impecável.,Marcos Y,"('Fui comemorar dois anos de casamento com minha esposa e como sempre fomos muito bem atendidos, a comida estava bem apresentada e deliciosa. O ambiente é muito agradável e confortável. A localização dentro do Shopping Iguatemi já nos proporciona comodidade pelo amplo estacionamento e localização....Mais', {'entities': [(142, 150, 'AMBIENTE'), (267, 281, 'GERAL'), (97, 103, 'COMIDA'), (84, 93, 'SERVIÇO'), (186, 197, 'LOCALIZAÇÃO'), (208, 225, 'LOCALIZAÇÃO'), (284, 295, 'LOCALIZAÇÃO')]})"
104398,Coco Bambu Anhembi,0,5,2018-6-1,2018-6-11,Ambiente agradável com música boa! Atendimento excelente como sempre! E a comida sempre muito boa !!,Jantar namorados,Jackson C,"('Ambiente agradável com música boa! Atendimento excelente como sempre! E a comida sempre muito boa !!', {'entities': [(0, 8, 'AMBIENTE'), (23, 29, 'GERAL'), (74, 80, 'COMIDA'), (35, 46, 'SERVIÇO')]})"
46251,Coco Bambu Restaurante,0,5,2019-9-1,2019-9-3,Trata-se lugar aconchegante onde você poderá saborear uma deliciosa refeição incluindo também uma excelente sobremesa. Em relação ao ambiente super agradável onde o atendimento sem comentários é nota dez,Bom demais,deusdeditf,"('Trata-se lugar aconchegante onde você poderá saborear uma deliciosa refeição incluindo também uma excelente sobremesa. Em relação ao ambiente super agradável onde o atendimento sem comentários é nota dez', {'entities': [(133, 141, 'AMBIENTE'), (9, 14, 'GERAL'), (165, 176, 'GERAL'), (68, 76, 'COMIDA'), (108, 117, 'COMIDA')]})"
147357,Coco Bambu Recife,0,5,2017-9-1,2017-9-9,"Jantei um prato de camarão delicioso (camarão praia de olinda) ao som de boa música! Pra quem gosta de frutos do mar, aqui é o lugar. Adorei os músicos,  excelentes, especialmente nas quintas-feiras, quarteto de jazz, adoro!!",Comida e música excelentes,SueRecife,"('Jantei um prato de camarão delicioso (camarão praia de olinda) ao som de boa música! Pra quem gosta de frutos do mar, aqui é o lugar. Adorei os músicos,  excelentes, especialmente nas quintas-feiras, quarteto de jazz, adoro!!', {'entities': [(66, 69, 'GERAL'), (77, 83, 'GERAL'), (127, 132, 'GERAL'), (144, 151, 'GERAL'), (10, 15, 'COMIDA'), (19, 26, 'COMIDA'), (38, 61, 'COMIDA'), (103, 116, 'COMIDA')]})"
179116,Coco Bambu Flamboyant,2,5,2020-2-1,2020-2-5,"Ótimo restaurante comida boa e ambiente agradável, Garçons prestativos  e bebidas deliciosas !!!👏🏻👏🏻👏🏻👏🏻",Ótimo restaurante comida boa,jvsilva94,"('Ótimo restaurante comida boa e ambiente agradável, Garçons prestativos  e bebidas deliciosas !!!👏🏻👏🏻👏🏻👏🏻', {'entities': [(31, 39, 'AMBIENTE'), (6, 17, 'GERAL'), (18, 24, 'COMIDA'), (74, 81, 'BEBIDA'), (51, 58, 'SERVIÇO')]})"
98538,Coco Bambu Brasília Shopping,0,5,2018-6-1,2018-6-3,"Tudo atendeu às expectativas. Ambiente aconchegante, pratos saborosos, ótimo atendimento pelo Maikon e equipe.",Aniversário,PietroC1608,"('Tudo atendeu às expectativas. Ambiente aconchegante, pratos saborosos, ótimo atendimento pelo Maikon e equipe.', {'entities': [(30, 38, 'AMBIENTE'), (53, 59, 'COMIDA'), (77, 88, 'SERVIÇO'), (94, 100, 'SERVIÇO')]})"
63843,Coco Bambu Bahia,0,4,2015-9-1,2015-9-27,"Ótimas opções de pratos com frutos do mar, e variadas sobremesas, local lindo. Preço um pouco alto mas vale a pena.",Cardápio com muitas opções ,Daniele P,"('Ótimas opções de pratos com frutos do mar, e variadas sobremesas, local lindo. Preço um pouco alto mas vale a pena.', {'entities': [(66, 71, 'AMBIENTE'), (66, 71, 'GERAL'), (17, 23, 'COMIDA'), (28, 41, 'COMIDA'), (54, 64, 'COMIDA')]})"
39505,Coco Bambu Sul Restaurante,0,5,2017-2-1,2017-2-2,"O lugar do restaurante é agradavel. Fica á beira mar. A comida uma delícia. Um peixe grelhado com molho de camarão (Peixada Tropical) e uma salada muito farta, pedida à parte. Uma variedade de sucos de fruta muito grande. Vale a pena!",Tudo muito bom. ,angelarenault,
132978,Coco Bambu,0,5,2021-10-1,2021-10-21,"Muito bem atendida pelo Alexandre Souza! Voltarei sempre, muito educado e proativo. Espero ser atendida sempre por ele.Mais",Muito agradável,camilag833,
82065,Coco Bambu Anhembi,0,5,2018-2-1,2018-2-7,"Ambiente super aconchegante, cardápio bem variado, hoje fomos surpreendidos com música e violão ao vivo mas o destaque fica para o atendimento. Equipe de garçons muito bem treinados, educados, simpáticos e pró ativos! Destaque para o Samuel que veio direto de Fortaleza para abrilhantar a...Mais",Atendimento nota 10!,Amanda B,
