Unnamed: 0,nomeRestaurante,curtidas,rating,dataVisita,dataPublicacao,comentario,titulo,IDUsuarioFK,annotations
92565,Coco Bambu Frutos do Mar,1,5,2019-8-1,2019-8-31,"Ambiente excelente e o camarão internacional sem explicação. Além, do ótimo atendimento do garçom Noé. Super indico!!",Jantar,Stephany M,"('Ambiente excelente e o camarão internacional sem explicação. Além, do ótimo atendimento do garçom Noé. Super indico!!', {'entities': [(0, 8, 'AMBIENTE'), (23, 44, 'COMIDA'), (76, 87, 'SERVIÇO'), (91, 101, 'SERVIÇO')]})"
118470,Coco Bambu Recife,0,5,2018-10-1,2018-10-14,"Jah fui algumas vezes no coco bamboo, porem no dia de hj, 14/10/2018 Levei minha familia de SC para jantar no coco bamboo, a comida sempre de qualidade, porem neste dia o atendimento do Higor, tricolor de Orobó,foi o melhor de todos as vezes que...Mais",Jantar agradável e melhor atendimento de recife!,Evandro N,"('Jah fui algumas vezes no coco bamboo, porem no dia de hj, 14/10/2018 Levei minha familia de SC para jantar no coco bamboo, a comida sempre de qualidade, porem neste dia o atendimento do Higor, tricolor de Orobó,foi o melhor de todos as vezes que...Mais', {'entities': [(25, 36, 'GERAL'), (110, 121, 'GERAL'), (125, 131, 'COMIDA'), (171, 191, 'SERVIÇO'), (92, 94, 'LOCALIZAÇÃO')]})"
166216,Coco Bambu Frutos do Mar,1,5,2022-8-1,2022-8-1,"O garçom Arthur nos atendeu de maneira excelente. Prestativo, atencioso, simpático, educado, excelente",Viagem amigos,Sousareinaldo20,"('O garçom Arthur nos atendeu de maneira excelente. Prestativo, atencioso, simpático, educado, excelente', {'entities': [(2, 15, 'SERVIÇO')]})"
49301,Coco Bambu São Luís,0,5,2016-3-1,2016-3-8,Excelente restaurante com uma ótima estrutura e local só os preços que são bem altos mais vale a pena pra quem quer pagar por um serviço de alta qualidade,Restaurante excelente,AlessandroCosta20,"('Excelente restaurante com uma ótima estrutura e local só os preços que são bem altos mais vale a pena pra quem quer pagar por um serviço de alta qualidade', {'entities': [(36, 45, 'AMBIENTE'), (10, 21, 'GERAL'), (129, 136, 'SERVIÇO'), (60, 66, 'PREÇO'), (48, 53, 'LOCALIZAÇÃO')]})"
64369,Coco Bambu Frutos do Mar,1,4,2017-1-1,2017-1-29,"Comida muito boa na beira-mar em Meireles (Fortaleza). Pedimos couvert, uma porção de camarões empanados, um peixe (Sirigado) de prato principal, alguns drinks. Tudo muito saboroso e bem servido. Não pedimos sobremesa por estarmos fartos. Voltaremos nas próximas visitas a Fortaleza.",Comida boa. Muito boa.,Rodrigo T,"('Comida muito boa na beira-mar em Meireles (Fortaleza). Pedimos couvert, uma porção de camarões empanados, um peixe (Sirigado) de prato principal, alguns drinks. Tudo muito saboroso e bem servido. Não pedimos sobremesa por estarmos fartos. Voltaremos nas próximas visitas a Fortaleza.', {'entities': [(0, 6, 'COMIDA'), (63, 70, 'COMIDA'), (76, 82, 'COMIDA'), (86, 104, 'COMIDA'), (109, 114, 'COMIDA'), (116, 124, 'COMIDA'), (129, 144, 'COMIDA'), (208, 217, 'COMIDA'), (153, 159, 'BEBIDA'), (33, 41, 'LOCALIZAÇÃO'), (43, 52, 'LOCALIZAÇÃO'), (273, 282, 'LOCALIZAÇÃO')]})"
82998,Coco Bambu Frutos do Mar,0,4,2016-1-1,2016-4-25,Adoro comer os pasteis de lagosta e camarão tomando umas caipirinhas na varanda que tem vista para o mar.,Varanda com vista para o mar,Thaíssa A,"('Adoro comer os pasteis de lagosta e camarão tomando umas caipirinhas na varanda que tem vista para o mar.', {'entities': [(88, 93, 'AMBIENTE'), (15, 43, 'COMIDA'), (57, 68, 'BEBIDA')]})"
2890,Coco Bambu Porto Alegre,0,5,2017-10-1,2017-10-4,"Ambiente maravilhoso, comida deliciosa!! Atendimento personalizado! William Borges, super atencioso!!Recomendo!!",Comemorando a vida!!!,Roberta A,"('Ambiente maravilhoso, comida deliciosa!! Atendimento personalizado! William Borges, super atencioso!!Recomendo!!', {'entities': [(0, 8, 'AMBIENTE'), (22, 28, 'COMIDA'), (41, 52, 'SERVIÇO'), (68, 82, 'SERVIÇO')]})"
36372,Coco Bambu Anália Franco,0,5,2019-12-1,2019-12-14,"O atendimento foi muito bom , e o prato foi incrível ...  Adorei o atendimento do Flávio .. pretendo voltar sempre ...",Jantar com a namorada,261marcelof,"('O atendimento foi muito bom , e o prato foi incrível ...  Adorei o atendimento do Flávio .. pretendo voltar sempre ...', {'entities': [(34, 39, 'COMIDA'), (2, 13, 'SERVIÇO'), (67, 78, 'SERVIÇO'), (82, 88, 'SERVIÇO')]})"
8881,Coco Bambu Market Place,1,5,2018-9-1,2018-9-7,Comida excelente com ótima apresentação. Caipirinha e chopp absolutamente no ponto. Serviço excelente do garçom Ailton.,Almoço de aniversário,jcfgsantos,"('Comida excelente com ótima apresentação. Caipirinha e chopp absolutamente no ponto. Serviço excelente do garçom Ailton.', {'entities': [(0, 6, 'COMIDA'), (41, 51, 'BEBIDA'), (54, 59, 'BEBIDA'), (84, 91, 'SERVIÇO'), (105, 118, 'SERVIÇO')]})"
52098,Coco Bambu Meireles,0,5,2017-9-1,2017-9-14,"Peixe a meuniere acompanhado de um bom vinho branco,e cercada por atendimento top dos garçons do music, todos super atenciosos",Amei o music.,Carol D,"('Peixe a meuniere acompanhado de um bom vinho branco,e cercada por atendimento top dos garçons do music, todos super atenciosos', {'entities': [(0, 5, 'COMIDA'), (8, 16, 'COMIDA'), (39, 51, 'BEBIDA'), (66, 77, 'SERVIÇO'), (86, 93, 'SERVIÇO')]})"
