Unnamed: 0,nomeRestaurante,curtidas,rating,dataVisita,dataPublicacao,comentario,titulo,IDUsuarioFK,annotations
155801,Coco Bambu Anália Franco,1,5,2017-10-1,2017-10-12,"Ambiente super aconchegante com um ótimo atendimento. Fomos atendidos pelo Charles e foi tudo simplesmente perfeito, a comida muito boa também, voltaremos mais vezes!",Comemorando 2 anos de namoro ,Beatriz A,"('Ambiente super aconchegante com um ótimo atendimento. Fomos atendidos pelo Charles e foi tudo simplesmente perfeito, a comida muito boa também, voltaremos mais vezes!', {'entities': [(0, 8, 'AMBIENTE'), (119, 125, 'COMIDA'), (41, 52, 'SERVIÇO'), (75, 82, 'SERVIÇO')]})"
172341,Coco Bambu Porto Alegre,0,5,2018-10-1,2019-3-7,"Lugar perfeito, ambiente impecável e atendimento muito bom. Sala de espera boa com atendimento dos funcionários e os pratos são excelentes!",Almoço ,Leocioato,"('Lugar perfeito, ambiente impecável e atendimento muito bom. Sala de espera boa com atendimento dos funcionários e os pratos são excelentes!', {'entities': [(16, 24, 'AMBIENTE'), (60, 74, 'AMBIENTE'), (0, 5, 'GERAL'), (117, 123, 'COMIDA'), (37, 48, 'SERVIÇO'), (83, 94, 'SERVIÇO')]})"
95104,Coco Bambu - Dom Pastel,1,5,2022-2-1,2022-2-26,Muito bom! Garçom Cristian muito atencioso e prestativo. Pratos maravilhosos. Tudo perfeito. Recomendo muito.,Restaurante ótimo.,carlaaZ3645VP,"('Muito bom! Garçom Cristian muito atencioso e prestativo. Pratos maravilhosos. Tudo perfeito. Recomendo muito.', {'entities': [(57, 63, 'COMIDA'), (11, 26, 'SERVIÇO')]})"
189375,Coco Bambu - Dom Pastel,0,5,2018-6-1,2018-6-6,"Atendimento excelente. Viemos em um grupo de 8 e fomos atendidos pelo Eduardo que é muito gentil, simpático e solícito. A comida estava ótima como sempre.",Aniversário e formatura,anaclaradecampos,"('Atendimento excelente. Viemos em um grupo de 8 e fomos atendidos pelo Eduardo que é muito gentil, simpático e solícito. A comida estava ótima como sempre.', {'entities': [(122, 128, 'COMIDA'), (0, 11, 'SERVIÇO'), (70, 77, 'SERVIÇO')]})"
166264,Coco Bambu Botafogo Rio,0,5,2020-10-1,2020-10-21,"Ontem, eu e a minha família fomos pela segunda vez ao restaurante e dessa vez no Aniversário do meu irmão. Tivemos a grata surpresa de sermos presenteados com um atendimento excelente! A comida estava incrível e bem quente e (por ser o aniversário do meu...Mais","Segunda vez que vou, fomos tratados como reis e rainhas haha",renatacarios,"('Ontem, eu e a minha família fomos pela segunda vez ao restaurante e dessa vez no Aniversário do meu irmão. Tivemos a grata surpresa de sermos presenteados com um atendimento excelente! A comida estava incrível e bem quente e (por ser o aniversário do meu...Mais', {'entities': [(54, 65, 'GERAL'), (187, 193, 'COMIDA'), (162, 173, 'SERVIÇO')]})"
103257,Coco Bambu JK,0,5,2018-9-1,2018-9-26,"Muito bom o atendimento Kot e Claudia A música é excelente, o cardápio com muitas opções. Adoro o restaurante e recomendo sempre! Nota 10!!❤️",Aniversario,Carla C,"('Muito bom o atendimento Kot e Claudia A música é excelente, o cardápio com muitas opções. Adoro o restaurante e recomendo sempre! Nota 10!!❤️', {'entities': [(40, 46, 'AMBIENTE'), (98, 109, 'GERAL'), (62, 70, 'COMIDA'), (12, 23, 'SERVIÇO'), (24, 27, 'SERVIÇO'), (30, 37, 'SERVIÇO')]})"
117271,Coco Bambu JK,0,5,2022-8-1,2022-8-1,"Foi incrível, sai daqui noiva ❤️ Obrigada Édson e seu Francisco por todo atendimento, ficamos plenamente satisfeitos ❤️Mais",Muito bom,D4978XWcamilav,"('Foi incrível, sai daqui noiva ❤️ Obrigada Édson e seu Francisco por todo atendimento, ficamos plenamente satisfeitos ❤️Mais', {'entities': [(42, 47, 'SERVIÇO'), (54, 63, 'SERVIÇO'), (73, 84, 'SERVIÇO')]})"
16643,Coco Bambu Lago Sul,0,5,2017-11-1,2017-11-2,Local agradável..ñ conhecia ..sou nova na cidade e adorei..voltarei mas vezes sem dúvidas!! Atendidos pelo Moacir e andrade..pessoas agradaveis..prestativas é solicitas., Aniversário de cinara e lidia 😍,keillane aline C,"('Local agradável..ñ conhecia ..sou nova na cidade e adorei..voltarei mas vezes sem dúvidas!! Atendidos pelo Moacir e andrade..pessoas agradaveis..prestativas é solicitas.', {'entities': [(0, 5, 'GERAL'), (107, 113, 'SERVIÇO'), (116, 123, 'SERVIÇO')]})"
183037,Coco Bambu - Dom Pastel,0,5,2017-12-1,2018-8-6,"realmente incrível, fantástico, não existe nada igual. recomendo muito maravilhoso, demais, 100%. realmente recomendadissimo","realmente incrível, fantástico, não existe nada igual. recomendo muito maravilhoso, demais, 100%.",Marcos C,"('realmente incrível, fantástico, não existe nada igual. recomendo muito maravilhoso, demais, 100%. realmente recomendadissimo', {'entities': []})"
173158,Coco Bambu Uberlândia,0,5,2021-7-1,2021-7-7,"Ótimo atendimento do Matheus Ribeiro, comida maravilhosa camarão coco Brasil, sobremesa maravilhosa, ótima qualidade",Happy birthday,palomarF129GO,"('Ótimo atendimento do Matheus Ribeiro, comida maravilhosa camarão coco Brasil, sobremesa maravilhosa, ótima qualidade', {'entities': [(38, 44, 'COMIDA'), (57, 76, 'COMIDA'), (78, 87, 'COMIDA'), (6, 17, 'SERVIÇO'), (21, 36, 'SERVIÇO')]})"
