Unnamed: 0,nomeRestaurante,curtidas,rating,dataVisita,dataPublicacao,comentario,titulo,IDUsuarioFK,annotations
42397,Coco Bambu Brasília Shopping,1,5,2017-12-1,2017-12-20,Ameiii o atendimento sem falar na comida que é maravilhosa.  Super indico o prato carne do sol do sertão ❤ O prato de 2 pessoas serve bem 3 !  Fui super bem atendida pelo garçom Jeffrson . E o gerente também nos atendeu super bem...Mais,Jantar com amigo ,Raíssa F,"('Ameiii o atendimento sem falar na comida que é maravilhosa.  Super indico o prato carne do sol do sertão ❤ O prato de 2 pessoas serve bem 3 !  Fui super bem atendida pelo garçom Jeffrson . E o gerente também nos atendeu super bem...Mais', {'entities': [(34, 40, 'COMIDA'), (76, 81, 'COMIDA'), (82, 104, 'COMIDA'), (109, 114, 'COMIDA'), (9, 20, 'SERVIÇO'), (171, 186, 'SERVIÇO'), (193, 200, 'SERVIÇO')]})"
141452,Coco Bambu Frutos do Mar,0,5,2016-4-1,2016-4-16,"Muito bom !  Fui no beira mar, fantástico!  Fantástico atendimento, bons pratos e bom preço.  Sugestão de prato a paella  (que tem um outro nome que não me recordo no momento )",Passeio,Ricardo M,"('Muito bom !  Fui no beira mar, fantástico!  Fantástico atendimento, bons pratos e bom preço.  Sugestão de prato a paella  (que tem um outro nome que não me recordo no momento )', {'entities': [(73, 79, 'COMIDA'), (106, 111, 'COMIDA'), (114, 120, 'COMIDA'), (55, 66, 'SERVIÇO'), (86, 91, 'PREÇO'), (20, 29, 'LOCALIZAÇÃO')]})"
22221,Coco Bambu Botafogo Rio,0,5,2022-6-1,2022-6-15,Super atendimento do garçom Fernando  Muito atencioso e gentil. Parabéns  Costumamos vir com frequência.,Jantar em família,thiagog324,"('Super atendimento do garçom Fernando  Muito atencioso e gentil. Parabéns  Costumamos vir com frequência.', {'entities': [(6, 17, 'SERVIÇO'), (21, 36, 'SERVIÇO')]})"
79042,Coco Bambu Iguatemi Brasilia,0,5,2021-7-1,2021-7-29,Fui muito bem atendido e a comida estava excelente! Pedimos o camarão tropical que estava em falta antes mas agora voltou. Muito bom mesmo!,Excelente atendimento,matheusgoc,"('Fui muito bem atendido e a comida estava excelente! Pedimos o camarão tropical que estava em falta antes mas agora voltou. Muito bom mesmo!', {'entities': [(27, 33, 'COMIDA'), (62, 78, 'COMIDA')]})"
141647,Coco Bambu Cuiabá,0,4,2019-4-1,2019-5-5,"Muito bom o jantar, pena que todas a porções são para mais de uma pessoa, poderia ter pratos individuais além dos hambúrgueres, o melhor é a sobremesa, sem sombra de dúvidas.",Normal,diogorubin89,"('Muito bom o jantar, pena que todas a porções são para mais de uma pessoa, poderia ter pratos individuais além dos hambúrgueres, o melhor é a sobremesa, sem sombra de dúvidas.', {'entities': [(12, 18, 'COMIDA'), (37, 44, 'COMIDA'), (86, 92, 'COMIDA'), (114, 126, 'COMIDA'), (141, 150, 'COMIDA')]})"
35177,Coco Bambu Lago Sul,0,5,2013-5-1,2013-11-19,"Comida deliciosa e preço bom, em datas especiais fica lotado, assim terá que reservar ou chegar mais cedo.",tudo de bom,servico_bom,"('Comida deliciosa e preço bom, em datas especiais fica lotado, assim terá que reservar ou chegar mais cedo.', {'entities': [(0, 6, 'COMIDA'), (19, 24, 'PREÇO')]})"
9963,Coco Bambu,0,5,2016-2-1,2016-6-27,Excelente restaurante para almoço ou janta. Comida excelente e ambientes variados com cardápio também variado. Vale à pena. Pratos bem servidos e serviço à la carte.,Frutos do mar em Teresina,Sérgio G,"('Excelente restaurante para almoço ou janta. Comida excelente e ambientes variados com cardápio também variado. Vale à pena. Pratos bem servidos e serviço à la carte.', {'entities': [(63, 72, 'AMBIENTE'), (10, 21, 'GERAL'), (44, 50, 'COMIDA'), (86, 94, 'COMIDA'), (124, 130, 'COMIDA'), (146, 153, 'SERVIÇO'), (111, 122, 'PREÇO')]})"
181374,Coco Bambu Porto Alegre,2,1,2016-12-1,2016-12-9,Fomos jantar quarta feira a noite.atendimento dos garçons tudo excelente mas a comida estava horrível.croquete de bacalhau salgado.prato principal peixa a moda coco bambu batatas frias o peixe uma tilápia gordurosa sem gosto.comida pior que kioski de beira de praia.Mais,Horrível ,O5914QFrobertog,"('Fomos jantar quarta feira a noite.atendimento dos garçons tudo excelente mas a comida estava horrível.croquete de bacalhau salgado.prato principal peixa a moda coco bambu batatas frias o peixe uma tilápia gordurosa sem gosto.comida pior que kioski de beira de praia.Mais', {'entities': [(79, 85, 'COMIDA'), (147, 170, 'COMIDA'), (171, 178, 'COMIDA'), (187, 192, 'COMIDA'), (197, 204, 'COMIDA')]})"
176986,Coco Bambu Uberlândia,1,5,2021-12-1,2021-12-18,"parabéns à toda equipe do coco bambu, a qual é super preparada e empática para com os clientes! Desde a recepção até o serviço dos garçons, tudo feito com zelo e cuidado!  Parabéns ao gerente Fernando e,em especial, aos funcionários Luís Carlos, Nívia, Ana Luiza...Mais",serviço de excelência,Raifigv,"('parabéns à toda equipe do coco bambu, a qual é super preparada e empática para com os clientes! Desde a recepção até o serviço dos garçons, tudo feito com zelo e cuidado!  Parabéns ao gerente Fernando e,em especial, aos funcionários Luís Carlos, Nívia, Ana Luiza...Mais', {'entities': [(26, 36, 'COMIDA'), (16, 22, 'SERVIÇO'), (104, 112, 'SERVIÇO'), (119, 138, 'SERVIÇO'), (184, 200, 'SERVIÇO'), (233, 244, 'SERVIÇO'), (246, 251, 'SERVIÇO'), (253, 262, 'SERVIÇO')]})"
87041,Coco Bambu JK,0,5,2018-10-1,2018-10-12,"Atendimento do Kot muito bom, educado, gentil e simpático. Local agradável, comida deliciosa, voltaremos mais vezes.",Celebrando a amizade,André A,"('Atendimento do Kot muito bom, educado, gentil e simpático. Local agradável, comida deliciosa, voltaremos mais vezes.', {'entities': [(59, 64, 'GERAL'), (76, 82, 'COMIDA'), (0, 11, 'SERVIÇO'), (15, 18, 'SERVIÇO')]})"
